fecha,producto,cantidad,precio_unitario
2023-10-14,Producto-8,98,89.13
2023-10-19,Producto-9,77,37.35
2023-10-31,Producto-7,2,34.93
2023-10-20,Producto-5,65,123.8
2023-10-14,Producto-7,82,168.66
2023-10-17,Producto-7,3,10.83
2023-10-4,Producto-4,50,198.24
2023-10-13,Producto-6,99,69.6
2023-10-25,Producto-2,56,82.85
2023-10-21,Producto-8,11,126.43
2023-10-17,Producto-10,39,156.41
2023-10-10,Producto-5,40,188.68
2023-10-30,Producto-1,85,119.76
2023-10-6,Producto-3,24,48.38
2023-10-17,Producto-6,88,21.02
2023-10-17,Producto-10,96,88.11
2023-10-16,Producto-7,73,56.31
2023-10-10,Producto-7,55,59.07
2023-10-12,Producto-4,19,74.21
2023-10-17,Producto-8,86,86.22
2023-10-3,Producto-4,60,114.89
2023-10-2,Producto-10,22,94.65
2023-10-17,Producto-2,66,25.51
2023-10-31,Producto-5,9,180.82
2023-10-25,Producto-5,25,91.01
2023-10-6,Producto-4,81,70.72
2023-10-31,Producto-6,38,25.72
2023-10-31,Producto-2,24,103.55
2023-10-14,Producto-3,35,178.02
2023-10-1,Producto-4,16,58.8
2023-10-8,Producto-9,32,73.63
2023-10-11,Producto-5,57,149.99
2023-10-31,Producto-8,89,175.64
2023-10-11,Producto-5,77,14.5
2023-10-15,Producto-6,33,36.74
2023-10-10,Producto-2,15,10.38
2023-10-7,Producto-9,58,106.89
2023-10-21,Producto-10,11,63.58
2023-10-2,Producto-9,24,168.78
2023-10-28,Producto-1,64,68.1
2023-10-13,Producto-2,8,103.99
2023-10-9,Producto-5,41,44.02
2023-10-11,Producto-7,5,78.86
2023-10-31,Producto-5,85,153.27
2023-10-5,Producto-6,34,96.44
2023-10-18,Producto-8,22,167.52
2023-10-16,Producto-6,24,172.88
2023-10-6,Producto-2,22,70.33
2023-10-2,Producto-5,31,141.71
2023-10-30,Producto-4,9,100.04
2023-10-13,Producto-3,56,154.29
2023-10-29,Producto-4,6,172.67
2023-10-21,Producto-9,13,76.34
2023-10-15,Producto-4,15,117.63
2023-10-23,Producto-6,4,51.19
2023-10-30,Producto-1,61,189.48
2023-10-5,Producto-8,6,131.13
2023-10-21,Producto-6,7,146.31
2023-10-31,Producto-2,26,110.11
2023-10-16,Producto-9,76,196.19
2023-10-17,Producto-4,9,197.54
2023-10-2,Producto-10,98,119.91
2023-10-23,Producto-2,17,34.07
2023-10-10,Producto-8,13,131.75
2023-10-23,Producto-5,41,79.99
2023-10-10,Producto-7,77,192.31
2023-10-5,Producto-9,9,157.48
2023-10-20,Producto-5,93,82.41
2023-10-4,Producto-4,77,182.44
2023-10-30,Producto-5,59,14.97
2023-10-22,Producto-8,95,77.17
2023-10-23,Producto-1,68,20.72
2023-10-24,Producto-5,22,33.66
2023-10-7,Producto-10,29,189.83
2023-10-13,Producto-7,29,71.61
2023-10-4,Producto-10,38,93.46
2023-10-5,Producto-4,6,12.23
2023-10-19,Producto-5,68,180.8
2023-10-18,Producto-8,44,38.62
2023-10-19,Producto-2,43,157.12
2023-10-3,Producto-5,78,98.66
2023-10-6,Producto-1,30,180.51
2023-10-24,Producto-6,33,146.02
2023-10-27,Producto-8,1,49.47
2023-10-31,Producto-3,76,62.33
2023-10-22,Producto-2,94,27.76
2023-10-29,Producto-5,75,93.37
2023-10-20,Producto-1,36,43.6
2023-10-17,Producto-1,27,160.16
2023-10-27,Producto-8,75,134.21
2023-10-11,Producto-7,97,127.95
2023-10-26,Producto-4,45,161.9
2023-10-3,Producto-3,65,28.47
2023-10-17,Producto-5,39,151.67
2023-10-22,Producto-1,95,111.84
2023-10-10,Producto-6,22,130.86
2023-10-17,Producto-8,7,133.56
2023-10-17,Producto-8,66,139.86
2023-10-27,Producto-5,29,156.46
2023-10-1,Producto-8,18,114.33
2023-10-30,Producto-1,90,67.0
2023-10-4,Producto-2,29,108.55
2023-10-2,Producto-8,15,196.2
2023-10-19,Producto-9,39,113.78
2023-10-23,Producto-2,21,193.03
2023-10-26,Producto-9,82,134.8
2023-10-26,Producto-8,9,40.58
2023-10-4,Producto-1,4,86.59
2023-10-25,Producto-2,35,171.37
2023-10-26,Producto-10,32,75.5
2023-10-25,Producto-6,26,27.11
2023-10-22,Producto-3,59,60.16
2023-10-18,Producto-9,53,188.5
2023-10-23,Producto-4,94,17.82
2023-10-25,Producto-7,29,111.7
2023-10-28,Producto-4,70,178.56
2023-10-17,Producto-8,53,27.89
2023-10-8,Producto-1,21,148.37
2023-10-23,Producto-4,73,170.51
2023-10-16,Producto-9,28,52.38
2023-10-17,Producto-7,25,101.57
2023-10-19,Producto-4,17,81.55
2023-10-26,Producto-2,85,93.15
2023-10-1,Producto-8,23,42.75
2023-10-9,Producto-10,2,60.92
2023-10-13,Producto-1,73,179.83
2023-10-7,Producto-3,33,60.44
2023-10-26,Producto-7,97,115.37
2023-10-29,Producto-3,71,96.51
2023-10-21,Producto-6,20,45.29
2023-10-25,Producto-3,99,52.83
2023-10-5,Producto-7,87,78.72
2023-10-16,Producto-1,39,27.53
2023-10-12,Producto-2,51,191.51
2023-10-20,Producto-1,60,74.26
2023-10-14,Producto-4,4,106.78
2023-10-20,Producto-6,19,168.24
2023-10-13,Producto-4,33,63.22
2023-10-11,Producto-2,6,161.44
2023-10-17,Producto-2,27,20.03
2023-10-10,Producto-7,32,149.12
2023-10-22,Producto-5,47,11.24
2023-10-14,Producto-9,85,88.48
2023-10-18,Producto-10,7,183.64
2023-10-22,Producto-1,83,182.38
2023-10-13,Producto-8,100,150.56
2023-10-17,Producto-3,9,141.55
2023-10-17,Producto-7,99,49.39
2023-10-14,Producto-2,6,72.84
2023-10-20,Producto-4,97,46.0
2023-10-29,Producto-5,68,157.87
2023-10-23,Producto-8,49,133.23
2023-10-5,Producto-9,96,28.4
2023-10-9,Producto-9,74,41.77
2023-10-15,Producto-8,30,64.37
2023-10-3,Producto-4,88,69.85
2023-10-25,Producto-8,70,123.39
2023-10-13,Producto-5,45,160.97
2023-10-29,Producto-4,21,173.97
2023-10-6,Producto-8,90,129.86
2023-10-10,Producto-4,8,119.47
2023-10-15,Producto-1,23,189.81
2023-10-26,Producto-7,71,50.48
2023-10-18,Producto-7,58,165.42
2023-10-9,Producto-9,60,152.43
2023-10-16,Producto-2,77,99.02
2023-10-11,Producto-2,63,14.26
2023-10-9,Producto-7,86,108.25
2023-10-25,Producto-7,73,187.85
2023-10-18,Producto-6,33,81.96
2023-10-5,Producto-10,81,131.27
2023-10-27,Producto-2,8,35.69
2023-10-3,Producto-10,20,173.28
2023-10-20,Producto-1,42,54.84
2023-10-6,Producto-4,9,105.73
2023-10-22,Producto-9,68,146.76
2023-10-12,Producto-4,22,19.81
2023-10-22,Producto-9,13,86.03
2023-10-31,Producto-6,83,75.45
2023-10-16,Producto-10,77,71.2
2023-10-21,Producto-6,61,23.52
2023-10-6,Producto-9,54,129.33
2023-10-4,Producto-5,91,24.09
2023-10-18,Producto-8,37,160.71
2023-10-18,Producto-1,93,60.91
2023-10-17,Producto-9,64,92.72
2023-10-23,Producto-1,29,175.91
2023-10-7,Producto-5,76,51.97
2023-10-24,Producto-3,46,158.25
2023-10-6,Producto-10,85,27.88
2023-10-18,Producto-1,52,159.15
2023-10-29,Producto-6,34,98.37
2023-10-30,Producto-9,7,126.71
2023-10-28,Producto-5,91,144.33
2023-10-6,Producto-6,90,64.57
2023-10-6,Producto-6,23,12.11
2023-10-10,Producto-6,32,33.0
2023-10-8,Producto-1,55,102.23
2023-10-20,Producto-3,19,56.34
2023-10-16,Producto-10,39,199.31
2023-10-29,Producto-2,87,15.75
2023-10-6,Producto-7,9,194.76
2023-10-7,Producto-8,3,177.96
2023-10-19,Producto-1,79,85.9
2023-10-13,Producto-4,96,94.1
2023-10-4,Producto-5,44,149.99
2023-10-9,Producto-9,70,13.62
2023-10-12,Producto-8,45,39.07
2023-10-23,Producto-4,13,115.13
2023-10-20,Producto-4,88,163.72
2023-10-17,Producto-2,76,81.62
2023-10-25,Producto-7,80,178.41
2023-10-24,Producto-3,22,93.45
2023-10-1,Producto-5,29,57.68
2023-10-25,Producto-9,27,41.72
2023-10-23,Producto-8,56,49.7
2023-10-10,Producto-10,59,78.54
2023-10-23,Producto-3,94,183.25
2023-10-20,Producto-6,36,65.81
2023-10-5,Producto-1,74,26.96
2023-10-24,Producto-8,44,153.89
2023-10-10,Producto-7,40,128.25
2023-10-23,Producto-2,27,63.23
2023-10-7,Producto-8,56,92.42
2023-10-11,Producto-6,48,148.19
2023-10-30,Producto-8,52,177.52
2023-10-31,Producto-10,52,126.2
2023-10-31,Producto-10,37,32.64
2023-10-25,Producto-3,49,171.63
2023-10-10,Producto-6,73,30.82
2023-10-28,Producto-3,58,148.63
2023-10-26,Producto-5,19,119.82
2023-10-19,Producto-2,7,129.94
2023-10-8,Producto-8,78,111.8
2023-10-21,Producto-4,90,178.03
2023-10-17,Producto-5,71,171.46
2023-10-17,Producto-5,97,176.61
2023-10-23,Producto-8,1,120.46
2023-10-29,Producto-4,91,186.98
2023-10-19,Producto-2,39,58.95
2023-10-1,Producto-7,2,173.22
2023-10-23,Producto-4,5,15.2
2023-10-9,Producto-7,62,87.11
2023-10-5,Producto-8,100,55.51
2023-10-22,Producto-5,5,170.45
2023-10-25,Producto-2,18,66.61
2023-10-27,Producto-4,44,138.34
2023-10-13,Producto-5,47,29.12
2023-10-25,Producto-6,1,78.09
2023-10-2,Producto-2,53,64.22
2023-10-27,Producto-7,71,55.08
2023-10-21,Producto-7,67,190.82
2023-10-13,Producto-3,44,81.03
2023-10-15,Producto-4,56,102.83
2023-10-21,Producto-9,27,153.26
2023-10-18,Producto-3,33,136.0
2023-10-26,Producto-7,12,55.74
2023-10-28,Producto-8,92,36.6
2023-10-21,Producto-1,66,40.86
2023-10-9,Producto-5,26,13.81
2023-10-8,Producto-2,27,191.24
2023-10-23,Producto-4,52,38.76
2023-10-2,Producto-9,57,112.61
2023-10-30,Producto-6,88,59.36
2023-10-5,Producto-6,97,50.68
2023-10-15,Producto-4,19,80.42
2023-10-14,Producto-3,46,98.12
2023-10-15,Producto-9,35,169.99
2023-10-13,Producto-9,91,80.71
2023-10-1,Producto-7,45,185.98
2023-10-28,Producto-7,48,30.3
2023-10-14,Producto-4,85,18.23
2023-10-6,Producto-1,87,32.41
2023-10-9,Producto-8,50,86.24
2023-10-11,Producto-2,51,161.85
2023-10-27,Producto-4,85,40.61
2023-10-25,Producto-7,6,56.52
2023-10-25,Producto-3,97,149.55
2023-10-27,Producto-1,44,49.32
2023-10-10,Producto-2,50,54.78
2023-10-5,Producto-6,68,70.69
2023-10-22,Producto-8,88,51.64
2023-10-10,Producto-10,73,128.59
2023-10-24,Producto-5,48,113.3
2023-10-22,Producto-9,100,78.68
2023-10-4,Producto-4,61,11.38
2023-10-4,Producto-5,51,67.3
2023-10-15,Producto-6,62,84.43
2023-10-25,Producto-3,10,91.96
2023-10-15,Producto-1,45,65.83
2023-10-25,Producto-9,42,90.82
2023-10-11,Producto-1,74,156.53
2023-10-2,Producto-5,79,108.26
2023-10-20,Producto-4,32,199.13
2023-10-6,Producto-3,12,96.32
2023-10-19,Producto-9,43,136.15
2023-10-7,Producto-7,23,137.81
2023-10-24,Producto-1,29,167.5
2023-10-23,Producto-10,7,71.87
2023-10-12,Producto-4,67,91.59
2023-10-17,Producto-5,8,14.3
2023-10-20,Producto-8,100,115.73
2023-10-23,Producto-2,32,194.41
2023-10-15,Producto-4,73,147.08
2023-10-14,Producto-6,45,61.9
2023-10-17,Producto-7,7,134.62
2023-10-27,Producto-6,95,38.67
2023-10-25,Producto-10,97,110.14
2023-10-3,Producto-10,9,118.74
2023-10-12,Producto-2,66,96.13
2023-10-2,Producto-1,53,165.6
2023-10-17,Producto-1,57,199.91
2023-10-19,Producto-10,69,151.07
2023-10-26,Producto-7,50,55.54
2023-10-11,Producto-3,7,186.81
2023-10-16,Producto-7,7,16.75
2023-10-3,Producto-3,12,15.48
2023-10-12,Producto-1,45,58.75
2023-10-17,Producto-2,92,105.2
2023-10-26,Producto-1,30,51.35
2023-10-18,Producto-5,70,96.81
2023-10-25,Producto-2,37,156.1
2023-10-1,Producto-7,98,52.33
2023-10-13,Producto-2,35,46.32
2023-10-18,Producto-7,13,170.6
2023-10-5,Producto-1,6,57.11
2023-10-21,Producto-4,2,185.34
2023-10-11,Producto-7,15,59.57
2023-10-2,Producto-6,9,17.51
2023-10-27,Producto-7,80,28.19
2023-10-2,Producto-7,65,177.45
2023-10-6,Producto-6,6,128.07
2023-10-7,Producto-1,78,25.23
2023-10-16,Producto-10,50,26.55
2023-10-22,Producto-8,100,181.75
2023-10-24,Producto-3,42,183.88
2023-10-16,Producto-5,81,72.27
2023-10-23,Producto-2,41,184.82
2023-10-27,Producto-3,73,27.59
2023-10-15,Producto-8,12,44.18
2023-10-27,Producto-7,4,83.15
2023-10-8,Producto-6,9,164.19
2023-10-13,Producto-7,23,20.46
2023-10-1,Producto-1,44,157.7
2023-10-21,Producto-9,93,168.62
2023-10-12,Producto-3,74,109.09
2023-10-20,Producto-4,98,92.58
2023-10-19,Producto-1,76,51.84
2023-10-6,Producto-8,64,168.75
2023-10-27,Producto-7,63,158.19
2023-10-6,Producto-10,17,109.75
2023-10-18,Producto-6,21,58.23
2023-10-5,Producto-3,91,189.73
2023-10-4,Producto-3,53,25.08
2023-10-8,Producto-10,22,32.79
2023-10-20,Producto-4,74,63.2
2023-10-8,Producto-8,87,16.16
2023-10-6,Producto-5,65,188.43
2023-10-12,Producto-7,89,187.96
2023-10-9,Producto-2,99,110.29
2023-10-17,Producto-5,93,15.91
2023-10-17,Producto-3,93,12.64
2023-10-16,Producto-10,40,94.09
2023-10-3,Producto-6,65,32.05
2023-10-30,Producto-6,58,110.84
2023-10-12,Producto-6,72,127.44
2023-10-25,Producto-7,84,36.12
2023-10-4,Producto-9,65,190.96
2023-10-23,Producto-3,56,157.42
2023-10-5,Producto-3,10,107.36
2023-10-15,Producto-9,21,19.13
2023-10-25,Producto-5,52,150.57
2023-10-14,Producto-4,37,71.17
2023-10-10,Producto-8,64,116.26
2023-10-16,Producto-1,15,17.92
2023-10-12,Producto-2,27,32.96
2023-10-1,Producto-4,17,177.13
2023-10-3,Producto-8,38,165.42
2023-10-20,Producto-2,29,67.37
2023-10-18,Producto-5,5,19.06
2023-10-19,Producto-6,25,156.25
2023-10-24,Producto-4,1,130.92
2023-10-14,Producto-6,43,43.49
2023-10-22,Producto-6,35,50.87
2023-10-21,Producto-5,77,194.94
2023-10-25,Producto-3,47,108.71
2023-10-29,Producto-10,59,182.29
2023-10-20,Producto-7,72,152.69
2023-10-6,Producto-9,71,188.06
2023-10-5,Producto-3,72,130.48
2023-10-12,Producto-2,12,157.75
2023-10-7,Producto-7,87,66.66
2023-10-8,Producto-3,25,85.57
2023-10-20,Producto-6,6,101.44
2023-10-5,Producto-3,17,38.21
2023-10-16,Producto-1,63,160.82
2023-10-21,Producto-10,39,129.45
2023-10-8,Producto-8,49,78.85
2023-10-5,Producto-9,37,62.14
2023-10-19,Producto-1,29,197.16
2023-10-14,Producto-2,31,140.43
2023-10-6,Producto-1,85,84.84
2023-10-24,Producto-3,59,46.14
2023-10-7,Producto-10,32,177.05
2023-10-17,Producto-7,28,184.11
2023-10-7,Producto-2,58,77.09
2023-10-1,Producto-10,21,182.62
2023-10-5,Producto-9,100,182.27
2023-10-29,Producto-2,81,108.49
2023-10-10,Producto-8,62,134.31
2023-10-27,Producto-9,30,140.68
2023-10-28,Producto-4,49,59.1
2023-10-17,Producto-6,69,91.36
2023-10-11,Producto-7,48,121.28
2023-10-13,Producto-10,2,59.93
2023-10-24,Producto-6,27,170.03
2023-10-11,Producto-8,97,31.66
2023-10-26,Producto-1,18,185.73
2023-10-7,Producto-1,6,111.43
2023-10-16,Producto-10,71,91.12
2023-10-3,Producto-10,30,125.36
2023-10-21,Producto-9,84,57.71
2023-10-21,Producto-8,94,86.08
2023-10-28,Producto-10,89,86.73
2023-10-3,Producto-2,85,199.78
2023-10-25,Producto-10,94,22.61
2023-10-31,Producto-6,15,52.23
2023-10-15,Producto-7,81,80.87
2023-10-28,Producto-6,90,47.64
2023-10-3,Producto-8,62,27.38
2023-10-24,Producto-9,11,11.92
2023-10-3,Producto-10,48,96.62
2023-10-22,Producto-8,23,183.34
2023-10-31,Producto-1,79,180.93
2023-10-8,Producto-4,53,65.97
2023-10-17,Producto-9,5,113.93
2023-10-25,Producto-7,36,139.79
2023-10-1,Producto-9,34,175.39
2023-10-11,Producto-9,15,92.44
2023-10-9,Producto-10,55,27.64
2023-10-6,Producto-6,62,74.14
2023-10-31,Producto-8,48,81.87
2023-10-21,Producto-5,88,20.75
2023-10-24,Producto-10,28,192.1
2023-10-16,Producto-7,34,19.52
2023-10-26,Producto-2,65,174.34
2023-10-3,Producto-9,6,71.09
2023-10-1,Producto-1,74,133.47
2023-10-28,Producto-3,17,54.82
2023-10-4,Producto-3,1,132.3
2023-10-28,Producto-5,88,190.87
2023-10-4,Producto-7,69,133.95
2023-10-6,Producto-4,68,149.04
2023-10-5,Producto-3,13,138.56
2023-10-31,Producto-9,60,115.11
2023-10-10,Producto-9,87,89.47
2023-10-21,Producto-2,7,170.76
2023-10-3,Producto-7,98,28.99
2023-10-3,Producto-2,89,119.88
2023-10-6,Producto-5,48,166.94
2023-10-3,Producto-5,6,56.35
2023-10-8,Producto-1,27,89.68
2023-10-2,Producto-9,20,167.35
2023-10-26,Producto-5,18,121.21
2023-10-27,Producto-6,41,82.72
2023-10-7,Producto-3,55,23.73
2023-10-26,Producto-4,62,137.58
2023-10-23,Producto-4,67,50.29
2023-10-14,Producto-9,11,161.51
2023-10-1,Producto-2,73,172.83
2023-10-14,Producto-1,18,138.19
2023-10-17,Producto-2,29,55.76
2023-10-12,Producto-7,27,186.44
2023-10-15,Producto-2,69,64.0
2023-10-27,Producto-1,58,74.25
2023-10-20,Producto-3,21,61.49
2023-10-1,Producto-4,50,73.15
2023-10-13,Producto-6,47,137.42
2023-10-11,Producto-10,3,45.5
2023-10-2,Producto-10,21,33.11
2023-10-3,Producto-8,14,147.0
2023-10-30,Producto-6,89,156.35
2023-10-20,Producto-5,71,164.89
2023-10-10,Producto-6,69,13.46
2023-10-13,Producto-4,2,187.24
2023-10-5,Producto-6,16,80.8
2023-10-16,Producto-3,67,95.81
2023-10-25,Producto-6,89,63.19
2023-10-21,Producto-6,74,185.17
2023-10-29,Producto-8,39,132.41
2023-10-9,Producto-8,3,186.53
2023-10-28,Producto-5,12,103.39
2023-10-14,Producto-10,16,181.06
2023-10-3,Producto-7,96,34.44
2023-10-15,Producto-4,38,119.76
2023-10-5,Producto-9,21,25.53
2023-10-7,Producto-1,28,36.9
2023-10-16,Producto-8,12,131.91
2023-10-22,Producto-1,75,197.79
2023-10-25,Producto-4,81,42.88
2023-10-10,Producto-7,13,132.84
2023-10-18,Producto-7,33,67.21
2023-10-12,Producto-7,95,186.75
2023-10-26,Producto-7,34,164.78
2023-10-8,Producto-10,41,34.93
2023-10-9,Producto-8,73,17.25
2023-10-30,Producto-5,44,29.4
2023-10-24,Producto-2,26,165.01
2023-10-5,Producto-6,47,189.91
2023-10-8,Producto-8,82,67.92
2023-10-2,Producto-6,58,129.02
2023-10-29,Producto-6,24,160.21
2023-10-8,Producto-9,63,65.26
2023-10-9,Producto-6,20,90.0
2023-10-9,Producto-4,35,114.47
2023-10-5,Producto-1,87,185.97
2023-10-18,Producto-8,42,164.07
2023-10-10,Producto-2,6,64.39
2023-10-18,Producto-2,85,79.22
2023-10-26,Producto-3,8,121.07
2023-10-5,Producto-7,47,11.02
2023-10-20,Producto-2,62,118.84
2023-10-2,Producto-10,100,187.8
2023-10-25,Producto-1,47,37.99
2023-10-31,Producto-1,94,108.73
2023-10-4,Producto-2,49,133.33
2023-10-2,Producto-10,39,198.21
2023-10-7,Producto-9,74,13.26
2023-10-20,Producto-3,38,24.11
2023-10-17,Producto-5,74,106.15
2023-10-2,Producto-4,24,68.32
2023-10-24,Producto-8,59,164.04
2023-10-31,Producto-3,43,129.48
2023-10-15,Producto-8,38,10.32
2023-10-4,Producto-1,26,153.17
2023-10-28,Producto-1,91,150.56
2023-10-1,Producto-10,60,106.84
2023-10-1,Producto-6,24,100.74
2023-10-30,Producto-10,73,144.21
2023-10-11,Producto-7,33,123.17
2023-10-23,Producto-3,94,175.54
2023-10-8,Producto-7,3,171.73
2023-10-16,Producto-9,53,160.58
2023-10-4,Producto-6,53,191.32
2023-10-19,Producto-3,45,99.53
2023-10-4,Producto-10,67,195.64
2023-10-24,Producto-1,23,69.91
2023-10-12,Producto-10,44,178.93
2023-10-8,Producto-10,25,41.06
2023-10-31,Producto-7,7,172.7
2023-10-17,Producto-2,86,126.52
2023-10-15,Producto-2,17,34.16
2023-10-30,Producto-5,32,59.44
2023-10-8,Producto-2,58,78.52
2023-10-17,Producto-10,70,41.36
2023-10-6,Producto-4,89,90.68
2023-10-8,Producto-4,57,62.42
2023-10-29,Producto-3,14,174.41
2023-10-19,Producto-2,57,85.73
2023-10-5,Producto-7,84,98.11
2023-10-30,Producto-8,99,162.24
2023-10-30,Producto-1,30,24.88
2023-10-5,Producto-7,82,86.92
2023-10-28,Producto-2,84,114.6
2023-10-4,Producto-8,14,92.93
2023-10-15,Producto-1,81,86.45
2023-10-26,Producto-9,80,26.11
2023-10-11,Producto-8,16,156.27
2023-10-14,Producto-7,69,10.86
2023-10-13,Producto-4,11,39.06
2023-10-12,Producto-3,70,24.7
2023-10-28,Producto-8,75,141.73
2023-10-7,Producto-1,99,10.51
2023-10-2,Producto-4,72,33.68
2023-10-4,Producto-3,78,105.09
2023-10-2,Producto-6,4,169.91
2023-10-8,Producto-9,93,20.07
2023-10-14,Producto-10,53,134.8
2023-10-24,Producto-4,79,35.98
2023-10-2,Producto-6,17,193.81
2023-10-21,Producto-3,46,123.19
2023-10-4,Producto-1,29,24.73
2023-10-12,Producto-9,60,148.98
2023-10-21,Producto-10,49,152.23
2023-10-9,Producto-1,37,70.97
2023-10-6,Producto-2,53,23.85
2023-10-8,Producto-5,76,186.75
2023-10-28,Producto-7,81,70.55
2023-10-15,Producto-6,77,51.25
2023-10-24,Producto-6,41,54.35
2023-10-29,Producto-10,82,56.07
2023-10-6,Producto-10,86,139.06
2023-10-23,Producto-3,99,83.84
2023-10-9,Producto-6,60,103.78
2023-10-3,Producto-5,25,102.11
2023-10-4,Producto-4,27,81.08
2023-10-23,Producto-1,30,95.41
2023-10-28,Producto-10,2,195.96
2023-10-9,Producto-8,61,27.82
2023-10-7,Producto-3,89,171.73
2023-10-30,Producto-2,38,103.64
2023-10-18,Producto-4,11,60.51
2023-10-29,Producto-8,58,25.05
2023-10-30,Producto-4,45,182.98
2023-10-30,Producto-9,92,139.53
2023-10-24,Producto-6,76,122.61
2023-10-16,Producto-2,2,27.33
2023-10-2,Producto-2,47,112.59
2023-10-2,Producto-10,1,129.17
2023-10-16,Producto-7,30,78.19
2023-10-3,Producto-5,99,27.29
2023-10-10,Producto-1,44,13.94
2023-10-25,Producto-4,79,61.51
2023-10-12,Producto-2,46,120.11
2023-10-1,Producto-6,29,91.4
2023-10-17,Producto-10,2,151.98
2023-10-16,Producto-9,89,100.13
2023-10-17,Producto-2,47,87.57
2023-10-30,Producto-4,55,199.54
2023-10-23,Producto-5,28,131.54
2023-10-20,Producto-2,66,35.96
2023-10-23,Producto-3,18,14.42
2023-10-14,Producto-9,3,58.23
2023-10-19,Producto-8,46,133.88
2023-10-24,Producto-4,70,26.43
2023-10-22,Producto-8,25,52.19
2023-10-16,Producto-9,42,79.49
2023-10-3,Producto-8,55,54.88
2023-10-9,Producto-7,22,63.64
2023-10-24,Producto-9,38,134.78
2023-10-17,Producto-5,72,39.58
2023-10-29,Producto-2,77,184.62
2023-10-8,Producto-8,28,181.15
2023-10-27,Producto-9,77,133.34
2023-10-14,Producto-7,93,130.56
2023-10-5,Producto-4,94,86.13
2023-10-10,Producto-10,72,121.18
2023-10-24,Producto-7,11,163.63
2023-10-29,Producto-2,32,163.18
2023-10-5,Producto-8,2,195.47
2023-10-8,Producto-7,22,151.58
2023-10-14,Producto-9,55,185.68
2023-10-7,Producto-8,19,178.3
2023-10-3,Producto-5,2,17.28
2023-10-21,Producto-7,22,161.66
2023-10-28,Producto-4,74,122.04
2023-10-20,Producto-8,78,14.18
2023-10-26,Producto-4,61,49.06
2023-10-8,Producto-1,35,184.38
2023-10-27,Producto-2,10,72.92
2023-10-21,Producto-7,96,136.31
2023-10-15,Producto-1,89,134.46
2023-10-2,Producto-8,68,158.4
2023-10-25,Producto-9,16,102.6
2023-10-1,Producto-9,52,129.27
2023-10-11,Producto-9,24,123.86
2023-10-19,Producto-9,84,82.74
2023-10-27,Producto-7,79,152.5
2023-10-12,Producto-2,24,153.77
2023-10-18,Producto-2,45,197.07
2023-10-11,Producto-6,3,85.55
2023-10-5,Producto-7,54,133.75
2023-10-16,Producto-6,97,58.03
2023-10-10,Producto-6,28,159.57
2023-10-31,Producto-2,22,132.07
2023-10-3,Producto-8,17,48.53
2023-10-4,Producto-8,63,167.65
2023-10-22,Producto-7,15,114.59
2023-10-6,Producto-9,20,194.35
2023-10-24,Producto-4,59,35.47
2023-10-12,Producto-6,93,134.4
2023-10-1,Producto-1,9,46.64
2023-10-23,Producto-10,13,78.52
2023-10-27,Producto-5,5,33.29
2023-10-16,Producto-6,46,116.34
2023-10-16,Producto-5,17,151.95
2023-10-11,Producto-10,51,182.71
2023-10-12,Producto-8,26,62.25
2023-10-25,Producto-6,28,83.93
2023-10-5,Producto-3,73,76.83
2023-10-31,Producto-7,89,30.07
2023-10-23,Producto-1,51,180.39
2023-10-20,Producto-2,77,80.07
2023-10-3,Producto-4,60,99.45
2023-10-4,Producto-7,99,96.85
2023-10-2,Producto-10,59,86.12
2023-10-28,Producto-8,97,129.41
2023-10-19,Producto-2,52,116.29
2023-10-15,Producto-2,1,136.96
2023-10-6,Producto-7,23,122.08
2023-10-1,Producto-9,95,37.13
2023-10-5,Producto-9,85,197.77
2023-10-19,Producto-4,75,119.09
2023-10-14,Producto-2,14,31.94
2023-10-29,Producto-6,70,158.59
2023-10-27,Producto-1,64,181.44
2023-10-25,Producto-3,21,168.19
2023-10-25,Producto-5,94,127.05
2023-10-11,Producto-3,77,53.49
2023-10-20,Producto-6,11,109.47
2023-10-22,Producto-8,70,80.11
2023-10-25,Producto-6,82,36.46
2023-10-29,Producto-4,73,76.36
2023-10-4,Producto-2,76,69.87
2023-10-9,Producto-5,24,36.37
2023-10-19,Producto-1,40,106.19
2023-10-20,Producto-1,49,178.39
2023-10-17,Producto-1,80,177.94
2023-10-22,Producto-2,70,52.97
2023-10-5,Producto-9,51,21.1
2023-10-4,Producto-1,94,104.65
2023-10-15,Producto-1,36,13.34
2023-10-6,Producto-10,6,82.69
2023-10-16,Producto-4,47,133.84
2023-10-5,Producto-9,68,35.71
2023-10-2,Producto-10,88,90.74
2023-10-31,Producto-9,33,44.8
2023-10-19,Producto-5,59,63.72
2023-10-20,Producto-7,29,176.88
2023-10-25,Producto-6,78,104.68
2023-10-18,Producto-5,92,104.67
2023-10-8,Producto-5,100,149.41
2023-10-10,Producto-9,25,178.96
2023-10-8,Producto-8,83,170.82
2023-10-26,Producto-7,77,85.56
2023-10-17,Producto-10,55,113.15
2023-10-10,Producto-3,14,162.45
2023-10-19,Producto-7,13,198.26
2023-10-31,Producto-5,50,103.82
2023-10-27,Producto-10,95,67.6
2023-10-29,Producto-10,85,111.51
2023-10-12,Producto-3,27,36.5
2023-10-14,Producto-7,53,137.89
2023-10-11,Producto-5,50,33.19
2023-10-2,Producto-7,23,190.68
